FID,id,navn,loebenummer,web_id,x,y,longitude,latitude,graffitirenhold,wkb_geometry
monumenter.184,64979,Anders Sandøe Ørsted,13,47,724161.253436,6176467.014499,12.565815,55.682134,Ja,MULTIPOINT ((12.565815438752848 55.68213378287009))
monumenter.185,64980,Natalie Zahle,15,48,724203.8233,6176371.493315,12.566413,55.681257,Ja,MULTIPOINT ((12.566413094014665 55.68125749834173))
monumenter.186,64981,Havhestebrønd,159,205,725851.302902,6177038.64583,12.593111,55.686477,Nej,MULTIPOINT ((12.59311118652656 55.68647702610615))
monumenter.187,64982,Isbjørn,177,222,724462.948473,6175776.441312,12.570039,55.675801,Nej,MULTIPOINT ((12.570039365263623 55.675801401183065))
monumenter.188,64983,Quadriga,185,230,724951.27032,6175888.860114,12.577881,55.676584,Nej,MULTIPOINT ((12.577881194201698 55.67658367441711))
monumenter.189,64985,Døden og moderen,51,105,724479.673777,6176213.177317,12.570662,55.67971,Nej,MULTIPOINT ((12.570661995232282 55.6797103058266))
monumenter.190,64987,Caroline Amalie,65,119,724899.658038,6176967.263525,12.577946,55.686279,Ja,MULTIPOINT ((12.577945943755376 55.68627857750702))
monumenter.191,64988,Sophus Schandorf,35,88,725250.916686,6177634.168237,12.58407,55.692096,Ja,MULTIPOINT ((12.584069605508892 55.69209644352076))
monumenter.192,64989,Niels W. Gade,58,111,725090.252373,6177575.162112,12.58147,55.691642,Ja,MULTIPOINT ((12.58147037249904 55.69164180479123))
monumenter.193,64990,En neapolitansk fisker,9,42,725685.341767,6176455.062624,12.589997,55.681321,Ja,MULTIPOINT ((12.58999664820119 55.68132075379229))
monumenter.194,64991,Holger Hammerich,48,100,726238.595981,6178476.78986,12.600446,55.699193,Ja,MULTIPOINT ((12.600445635373251 55.6991935148425))
monumenter.195,64992,Fire gule kiler,288,328,726674.348968,6172615.470369,12.602526,55.646428,Nej,MULTIPOINT ((12.602525832884524 55.64642803058298))
monumenter.196,65089,Kone med hundene,363,474,720974.059506,6174504.391328,12.513644,55.665993,Ja,MULTIPOINT ((12.513643516353714 55.665992661235315))
monumenter.197,64984,Hyldemor,269,304,724671.669806,6176561.17856,12.573994,55.682742,Ja,MULTIPOINT ((12.573994227209822 55.682742381300955))
monumenter.198,64993,Carl Nielsen,134,183,725546.576419,6177507.616875,12.58866,55.690824,Ja,MULTIPOINT ((12.588659553677111 55.69082429064138))
monumenter.199,64994,Willy Trosborg,276,315,726156.918854,6175669.497614,12.596834,55.674057,Ja,MULTIPOINT ((12.596834215450537 55.67405667562278))
monumenter.200,64995,Sole og galakser i rum,205,247,727092.437132,6174177.273901,12.610446,55.660239,Nej,MULTIPOINT ((12.610445951384325 55.660238626853285))
monumenter.201,64996,Sgraffitogavl,195,238,727692.16537,6174043.040604,12.619848,55.658754,Nej,MULTIPOINT ((12.619848237870135 55.65875431864895))
monumenter.202,64997,Lauritz P. Holmblad,81,137,727679.512587,6173640.437146,12.619314,55.65515,Ja,MULTIPOINT ((12.61931400084519 55.6551498933164))
monumenter.203,64998,Spejldam,289,329,727733.911249,6173658.874394,12.620192,55.65529,Nej,MULTIPOINT ((12.620192091760087 55.655289749783385))
monumenter.204,64999,"Kvinde, der kæmmer sig",145,192,727219.682527,6172989.931035,12.611483,55.649532,Ja,MULTIPOINT ((12.611482935263028 55.64953155404071))
monumenter.205,65000,"Fem blomster, fugle, sol",219,257,726387.310116,6173241.001754,12.598489,55.652171,Nej,MULTIPOINT ((12.598489058481501 55.65217133915138))
monumenter.206,65001,Stående kalv,225,264,726288.485733,6172826.961747,12.596581,55.648504,Ja,MULTIPOINT ((12.596580916297524 55.64850433795106))
monumenter.207,65002,Christian X,179,224,725606.223351,6176555.243541,12.588823,55.682256,Ja,MULTIPOINT ((12.58882324134397 55.68225591314001))
monumenter.208,65003,Den lille havfrue,71,126,726202.328835,6177768.995465,12.599286,55.692863,Ja,MULTIPOINT ((12.59928574493916 55.69286316446913))
monumenter.209,65004,Grønlandsmonumentet,123,174,725818.87756,6175425.136959,12.591269,55.672023,Ja,MULTIPOINT ((12.591268818737111 55.672022557977094))
monumenter.210,65005,Uden  titel,321,394,725746.118813,6173585.203641,12.588602,55.655556,Ja,MULTIPOINT ((12.588602265998857 55.655556215439276))
monumenter.211,65006,Slaget på Reden,43,95,726714.302982,6177339.009618,12.607059,55.688768,Nej,MULTIPOINT ((12.607058620906987 55.68876840598588))
monumenter.212,65007,Valdemar Holmer,86,142,724367.575597,6177043.577753,12.569562,55.687209,Nej,MULTIPOINT ((12.569561869541266 55.68720910789341))
monumenter.213,65008,H.V.S. Gredsted,87,143,724445.196747,6177148.327835,12.57088,55.688113,Nej,MULTIPOINT ((12.570879801961787 55.688112627918876))
monumenter.214,65009,Jørgen V. Sonne,180,225,725646.461441,6176509.37268,12.589424,55.681826,Nej,MULTIPOINT ((12.589424197049528 55.68182585976733))
monumenter.215,65010,Abegruppe,196,240,726088.655992,6175590.758259,12.595686,55.673382,Nej,MULTIPOINT ((12.59568610642471 55.67338233659037))
monumenter.216,65011,Skulptur,279,318,724291.337408,6177069.982829,12.568373,55.687481,Nej,MULTIPOINT ((12.56837319260608 55.68748112988851))
monumenter.217,65012,C.W. Eckersberg,291,331,725638.905957,6176512.291301,12.589307,55.681856,Nej,MULTIPOINT ((12.58930667425453 55.68185554364444))
